NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,RapportExprimes,RapportInscrits
TIR,Slimane,M.,VEC,Les Verts,1722,"   4,79","   2,42",non,05907,4.79,2.42
VANHOUTTE,Marie-Claude,Mme,ECO,Ecologiste,696,"   1,94","   0,97",non,05907,1.94,0.97
VAN ENGELANDT,Luc,M.,EXD,Extrême droite,196,"   0,55","   0,27",non,05907,0.55,0.27
MORTAL,Patrick,M.,EXG,Extrême gauche,958,"   2,67","   1,34",non,05907,2.67,1.34
VERCAMER,Francis,M.,MAJ,Majorité présidentielle,10810,"  30,10","  15,21",Bal.,05907,30.1,15.21
BAERT,Dominique,M.,SOC,Socialiste,12944,"  37,77","  17,98",Bal.,05908,37.77,17.98
SARAZIN,Chantal,Mme,EXG,Extrême gauche,629,"   1,84","   0,87",non,05908,1.84,0.87
MENOUER,Fatma,Mme,COM,Communiste,705,"   2,06","   0,97",non,05908,2.06,0.97
BAEYAERT,Patrick,M.,EXD,Extrême droite,305,"   0,89","   0,42",non,05908,0.89,0.42
BLOOTACKER,Jean-Claude,M.,DIV,Divers,108,"   0,32","   0,15",non,05908,0.32,0.15
RAHNI,Zahia,Mme,VEC,Les Verts,894,"   2,61","   1,24",non,05908,2.61,1.24
LESCOUF,Claudine,Mme,ECO,Ecologiste,612,"   1,79","   0,85",non,05908,1.79,0.85
KACET,Salem,M.,UMP,Union pour un Mouvement Populaire,12448,"  36,32","  17,29",Bal.,05908,36.32,17.29
RIZOUG,Rachid,M.,EXG,Extrême gauche,289,"   0,84","   0,40",non,05908,0.84,0.4
LANGLOIS,Sylvie,Mme,FN,Front national,2935,"   8,56","   4,07",non,05908,8.56,4.07
MOKHTARI,Louisa,Mme,UDFD,UDF-Mouvement Démocrate,2044,"   5,96","   2,83",non,05908,5.96,2.83
BENBAHLOULI ZOUAREG,Amar,M.,DVG,Divers gauche,72,"   0,21","   0,10",non,05908,0.21,0.1
BERGOUG,Abdelkader,M.,DIV,Divers,290,"   0,85","   0,40",non,05908,0.85,0.4
GERARD,Bernard,M.,UMP,Union pour un Mouvement Populaire,23643,"  60,20","  33,84",oui,05909,60.2,33.84
KORB,André,M.,EXG,Extrême gauche,308,"   0,78","   0,44",non,05909,0.78,0.44
ROUSSEL,Martine,Mme,COM,Communiste,810,"   2,06","   1,15",non,05909,2.06,1.15
COLLOT,Anne,Mme,UDFD,UDF-Mouvement Démocrate,3728,"   9,49","   5,33",non,05909,9.49,5.33
BRIMONT,Maryse,Mme,SOC,Socialiste,6144,"  15,65","   8,79",non,05909,15.65,8.79
BUTEZ,Frédéric,M.,FN,Front national,1612,"   4,10","   2,30",non,05909,4.1,2.3
LANDRU,Jean-Luc,M.,DVD,Divers droite,338,"   0,86","   0,48",non,05909,0.86,0.48
COMPERE,Daniel,M.,VEC,Les Verts,1105,"   2,81","   1,58",non,05909,2.81,1.58
PHELIPPEAU,Yann,M.,EXD,Extrême droite,221,"   0,56","   0,31",non,05909,0.56,0.31
BECOURT,Thierry,M.,DIV,Divers,218,"   0,56","   0,31",non,05909,0.56,0.31
BOUFFIOUX,Ingrid,Mme,EXG,Extrême gauche,683,"   1,74","   0,97",non,05909,1.74,0.97
GAUMY,Rainier,M.,ECO,Ecologiste,310,"   0,79","   0,44",non,05909,0.79,0.44
NICOLET,Laëticia,Mme,DVG,Divers gauche,151,"   0,38","   0,21",non,05909,0.38,0.21
VANNESTE,Christian,M.,DVD,Divers droite,18058,"  46,26","  23,03",Bal.,05910,46.26,23.03
LAMBRE,Alain,M.,COM,Communiste,1424,"   3,65","   1,81",non,05910,3.65,1.81
BAECKEROOT,Christian,M.,FN,Front national,3199,"   8,19","   4,07",non,05910,8.19,4.07
LEGAUFFRE,David,M.,EXD,Extrême droite,307,"   0,79","   0,39",non,05910,0.79,0.39
DEBLIQUI,Régis,M.,EXG,Extrême gauche,736,"   1,89","   0,93",non,05910,1.89,0.93
DESPIERRE,Bernard,M.,VEC,Les Verts,1354,"   3,47","   1,72",non,05910,3.47,1.72
HEIBLE,Marie-Paule,Mme,UDFD,UDF-Mouvement Démocrate,3560,"   9,12","   4,54",non,05910,9.12,4.54
HERNOULT,Laurence,Mme,ECO,Ecologiste,546,"   1,40","   0,69",non,05910,1.4,0.69
CIRJEAN,Simina,Mme,DIV,Divers,255,"   0,65","   0,32",non,05910,0.65,0.32
AZMY,Najat,Mme,SOC,Socialiste,8235,"  21,10","  10,50",Bal.,05910,21.1,10.5
RISBOURG,Pascale,Mme,DVG,Divers gauche,259,"   0,66","   0,33",non,05910,0.66,0.33
MERLEVEDE,Yann,M.,EXG,Extrême gauche,1103,"   2,83","   1,40",non,05910,2.83,1.4
MARTIN,Claude,M.,EXG,Extrême gauche,548,"   1,07","   0,63",non,05911,1.07,0.63
DURAND,Yves,M.,SOC,Socialiste,17906,"  34,84","  20,61",Bal.,05911,34.84,20.61
DALEUX,Lise,Mme,VEC,Les Verts,1477,"   2,87","   1,70",non,05911,2.87,1.7
PECHARMAN,Luc,M.,FN,Front national,3076,"   5,98","   3,54",non,05911,5.98,3.54
BRAME,Brigitte,Mme,UDFD,UDF-Mouvement Démocrate,3088,"   6,01","   3,55",non,05911,6.01,3.55
BOCQUET,Eric,M.,COM,Communiste,2883,"   5,61","   3,31",non,05911,5.61,3.31
MICHEL,Bérengère,Mme,MPF,Mouvement pour la France,991,"   1,93","   1,14",non,05911,1.93,1.14
CHERPIN,Priscilla,Mme,ECO,Ecologiste,580,"   1,13","   0,66",non,05911,1.13,0.66
BRIQUET,Didier,M.,EXD,Extrême droite,374,"   0,73","   0,43",non,05911,0.73,0.43
VANCOMERBEKE,Jean,M.,EXG,Extrême gauche,890,"   1,73","   1,02",non,05911,1.73,1.02
BEAGUE,Frédéric,M.,DIV,Divers,118,"   0,23","   0,13",non,05911,0.23,0.13
LOEUIL,Sylvie,Mme,CPNT,Chasse Pêche Nature Traditions,463,"   0,90","   0,53",non,05911,0.9,0.53
WAYMEL,Philippe,M.,UMP,Union pour un Mouvement Populaire,19006,"  36,98","  21,87",Bal.,05911,36.98,21.87
WILLEMAN,Gilles,M.,COM,Communiste,1355,"   3,62","   1,92",non,05912,3.62,1.92
PANIER,Léon,M.,DVG,Divers gauche,3681,"   9,83","   5,23",non,05912,9.83,5.23
HERNOULT,Maurice,M.,ECO,Ecologiste,617,"   1,65","   0,87",non,05912,1.65,0.87
BEURAERT,Martine,Mme,VEC,Les Verts,850,"   2,27","   1,20",non,05912,2.27,1.2
HUTIN,Christian,M.,DVG,Divers gauche,13884,"  37,08","  19,73",Bal.,05912,37.08,19.73
CUVELIER,Roger,M.,EXD,Extrême droite,388,"   1,04","   0,55",non,05912,1.04,0.55
MADACSI,Sylvain,M.,EXG,Extrême gauche,1230,"   3,29","   1,74",non,05912,3.29,1.74
LEBRUN,Patrick,M.,CPNT,Chasse Pêche Nature Traditions,1008,"   2,69","   1,43",non,05912,2.69,1.43
BOUREL,Laure,Mme,EXG,Extrême gauche,833,"   2,22","   1,18",non,05912,2.22,1.18
SURGERS,Pilar,Mme,UDFD,UDF-Mouvement Démocrate,1279,"   3,42","   1,81",non,05912,3.42,1.81
LE FLOC'H,Yannick,M.,FN,Front national,2879,"   7,69","   4,09",non,05912,7.69,4.09
MONTERO,Muriel,Mme,MAJ,Majorité présidentielle,520,"   1,39","   0,73",non,05912,1.39,0.73
GABANT,Jacqueline,Mme,UMP,Union pour un Mouvement Populaire,8677,"  23,17","  12,33",Bal.,05912,23.17,12.33
GALL,Jeannine,Mme,DIV,Divers,241,"   0,64","   0,34",non,05912,0.64,0.34
VOLANT,Jacques,M.,EXG,Extrême gauche,408,"   1,01","   0,62",non,05913,1.01,0.62
HAEZEBROUCK,Patrice,M.,COM,Communiste,569,"   1,40","   0,87",non,05913,1.4,0.87
DEBOVE,Claudine,Mme,ECO,Ecologiste,503,"   1,24","   0,77",non,05913,1.24,0.77
LOPES,Paulo-Serge,M.,VEC,Les Verts,913,"   2,25","   1,40",non,05913,2.25,1.4
DELEBARRE,Michel,M.,SOC,Socialiste,16435,"  40,50","  25,26",Bal.,05913,40.5,25.26
LEJEUNE-LE PALLAC,Sandrine,Mme,UDFD,UDF-Mouvement Démocrate,1754,"   4,32","   2,69",non,05913,4.32,2.69
BOUREL,Janine,Mme,EXD,Extrême droite,204,"   0,50","   0,31",non,05913,0.5,0.31
DESWARTE,José,M.,EXG,Extrême gauche,919,"   2,26","   1,41",non,05913,2.26,1.41
MALTESE,Ursula,Mme,FN,Front national,1432,"   3,53","   2,20",non,05913,3.53,2.2
NOWE,Patrick,M.,CPNT,Chasse Pêche Nature Traditions,457,"   1,13","   0,70",non,05913,1.13,0.7
BIGNARDI,Cindy,Mme,EXG,Extrême gauche,180,"   0,44","   0,27",non,05913,0.44,0.27
DHERSIN,Franck,M.,UMP,Union pour un Mouvement Populaire,16193,"  39,90","  24,89",Bal.,05913,39.9,24.89
DE MIRIBEL,Véronique,Mme,MAJ,Majorité présidentielle,612,"   1,51","   0,94",non,05913,1.51,0.94
DUPUICH,David,M.,EXG,Extrême gauche,1008,"   2,15","   1,35",non,05914,2.15,1.35
SECRET,Agnès,Mme,EXD,Extrême droite,263,"   0,56","   0,35",non,05914,0.56,0.35
LEFORT,Victoire,Mme,MPF,Mouvement pour la France,507,"   1,08","   0,68",non,05914,1.08,0.68
DECOOL,Jean-Pierre,M.,UMP,Union pour un Mouvement Populaire,26555,"  56,67","  35,80",oui,05914,56.67,35.8
LESSIEUX,Roger,M.,FN,Front national,2365,"   5,05","   3,18",non,05914,5.05,3.18
BASSEMON,Francis,M.,RDG,Radical de gauche,7913,"  16,89","  10,66",non,05914,16.89,10.66
POTVIN-BELET,Séverine,Mme,UDFD,UDF-Mouvement Démocrate,2531,"   5,40","   3,41",non,05914,5.4,3.41
WEXSTEEN,Daniel,M.,CPNT,Chasse Pêche Nature Traditions,1276,"   2,72","   1,72",non,05914,2.72,1.72
BOUZAT,Marie,Mme,EXG,Extrême gauche,1932,"   4,12","   2,60",non,05914,4.12,2.6
HUGUES,Laurence,Mme,VEC,Les Verts,1407,"   3,00","   1,89",non,05914,3.0,1.89
BAROIS,Annie,Mme,COM,Communiste,590,"   1,26","   0,79",non,05914,1.26,0.79
LEGAREZ,Jean-Luc,M.,ECO,Ecologiste,508,"   1,08","   0,68",non,05914,1.08,0.68
VEIT-TORREZ,Béatrice,Mme,COM,Communiste,906,"   2,10","   1,22",non,05915,2.1,1.22
POLNECQ,Françoise,Mme,SOC,Socialiste,10007,"  23,23","  13,49",Bal.,05915,23.23,13.49
SECRET,Suzanne,Mme,EXD,Extrême droite,266,"   0,62","   0,35",non,05915,0.62,0.35
DESRAYAUD,Sandrine,Mme,EXG,Extrême gauche,546,"   1,27","   0,73",non,05915,1.27,0.73
DUCHET,Marie,Mme,FN,Front national,2368,"   5,50","   3,19",non,05915,5.5,3.19
VERBRUGGHE,Ginette,Mme,VEC,Les Verts,989,"   2,30","   1,33",non,05915,2.3,1.33
CYPRYSZCZAK,Sandrine,Mme,EXG,Extrême gauche,1148,"   2,67","   1,54",non,05915,2.67,1.54
NORMAND,Marc,M.,DVD,Divers droite,4643,"  10,78","   6,26",non,05915,10.78,6.26
HALLYNCK,Dominique,M.,UDFD,UDF-Mouvement Démocrate,4405,"  10,23","   5,94",non,05915,10.23,5.94
HOSTALIER,Françoise,Mme,UMP,Union pour un Mouvement Populaire,15589,"  36,19","  21,02",Bal.,05915,36.19,21.02
LEROY,Christophe,M.,DIV,Divers,214,"   0,50","   0,28",non,05915,0.5,0.28
LALINE,Bruno,M.,MPF,Mouvement pour la France,520,"   1,21","   0,70",non,05915,1.21,0.7
ABADIE,Anne,Mme,CPNT,Chasse Pêche Nature Traditions,755,"   1,75","   1,01",non,05915,1.75,1.01
PLOUVIER,Jean-François,M.,ECO,Ecologiste,718,"   1,67","   0,96",non,05915,1.67,0.96
CANDELIER,Jean-Jacques,M.,COM,Communiste,15239,"  32,92","  18,52",Bal.,05916,32.92,18.52
ERRERA-MULLER,Angelo,M.,UDFD,UDF-Mouvement Démocrate,2067,"   4,46","   2,51",non,05916,4.46,2.51
BRACQ,Jean-Jacques,M.,DIV,Divers,625,"   1,35","   0,75",non,05916,1.35,0.75
MARQUAILLE,Jeannine,Mme,SOC,Socialiste,9565,"  20,66","  11,62",non,05916,20.66,11.62
PERLICAN,Rolande,Mme,EXG,Extrême gauche,394,"   0,85","   0,47",non,05916,0.85,0.47
L'HOSTIS,Florence,Mme,EXG,Extrême gauche,610,"   1,32","   0,74",non,05916,1.32,0.74
DELEVALLET,Monique,Mme,FN,Front national,2993,"   6,46","   3,63",non,05916,6.46,3.63
LEROY,Philippe,M.,MAJ,Majorité présidentielle,423,"   0,91","   0,51",non,05916,0.91,0.51
TONNEL,Gérard,M.,EXD,Extrême droite,233,"   0,50","   0,28",non,05916,0.5,0.28
VELDEMAN,Christian,M.,EXG,Extrême gauche,820,"   1,77","   0,99",non,05916,1.77,0.99
BERNARD,Philippe,M.,VEC,Les Verts,979,"   2,11","   1,18",non,05916,2.11,1.18
LENGLIN,Jocelyne,Mme,CPNT,Chasse Pêche Nature Traditions,680,"   1,47","   0,82",non,05916,1.47,0.82
DERAIN,Michelle,Mme,UMP,Union pour un Mouvement Populaire,11038,"  23,84","  13,41",Bal.,05916,23.84,13.41
DESMARETZ,Thérèse,Mme,ECO,Ecologiste,631,"   1,36","   0,76",non,05916,1.36,0.76
MARIE,Roger,M.,EXG,Extrême gauche,556,"   1,30","   0,74",non,05917,1.3,0.74
MICHON,Jacques,M.,COM,Communiste,4221,"   9,85","   5,62",non,05917,9.85,5.62
DARCHICOURT,Marie-Paule,Mme,FN,Front national,2659,"   6,21","   3,54",non,05917,6.21,3.54
PROUVOST,Françoise,Mme,UMP,Union pour un Mouvement Populaire,13539,"  31,60","  18,04",Bal.,05917,31.6,18.04
YAHIA,Djhorra,Mme,ECO,Ecologiste,388,"   0,91","   0,51",non,05917,0.91,0.51
MANSON,Martine,Mme,EXD,Extrême droite,258,"   0,60","   0,34",non,05917,0.6,0.34
NOWECKI,Richard,M.,DIV,Divers,100,"   0,23","   0,13",non,05917,0.23,0.13
BECAR-ROJEE,Dominique,Mme,UDFD,UDF-Mouvement Démocrate,2013,"   4,70","   2,68",non,05917,4.7,2.68
DOLEZ,Marc,M.,SOC,Socialiste,16509,"  38,54","  22,00",Bal.,05917,38.54,22.0
PELLETIER,Robert,M.,EXG,Extrême gauche,778,"   1,82","   1,03",non,05917,1.82,1.03
NIHOUS,Hélène,Mme,CPNT,Chasse Pêche Nature Traditions,755,"   1,76","   1,00",non,05917,1.76,1.0
GRAS,Yves,M.,EXG,Extrême gauche,320,"   0,75","   0,42",non,05917,0.75,0.42
COQUELLE,Marie-Andrée,Mme,VEC,Les Verts,743,"   1,73","   0,99",non,05917,1.73,0.99
DESSAINT,Colette,Mme,COM,Communiste,3016,"   6,43","   3,79",non,05918,6.43,3.79
DOUAY,Brigitte,Mme,SOC,Socialiste,11985,"  25,57","  15,08",Bal.,05918,25.57,15.08
DISDIER,Mélanie,Mme,FN,Front national,2893,"   6,17","   3,64",non,05918,6.17,3.64
JANISSET,Hélène,Mme,EXG,Extrême gauche,514,"   1,10","   0,64",non,05918,1.1,0.64
BUIL,Guillaume,M.,DIV,Divers,0,"   0,00","   0,00",non,05918,0.0,0.0
NOGIER,Isabelle,Mme,MPF,Mouvement pour la France,271,"   0,58","   0,34",non,05918,0.58,0.34
TRANOY,Sylvain,M.,UDFD,UDF-Mouvement Démocrate,2774,"   5,92","   3,49",non,05918,5.92,3.49
MALPAUX-DUPONT,Chantal,Mme,VEC,Les Verts,713,"   1,52","   0,89",non,05918,1.52,0.89
BITTNER,Denis,M.,CPNT,Chasse Pêche Nature Traditions,672,"   1,43","   0,84",non,05918,1.43,0.84
GLATKOWSKI,Eve,Mme,EXG,Extrême gauche,817,"   1,74","   1,02",non,05918,1.74,1.02
BAZIN,Josiane,Mme,EXD,Extrême droite,162,"   0,35","   0,20",non,05918,0.35,0.2
GRIMONPREZ,Daniel,M.,ECO,Ecologiste,546,"   1,16","   0,68",non,05918,1.16,0.68
VILLAIN,François-Xavier,M.,UMP,Union pour un Mouvement Populaire,22512,"  48,03","  28,32",Bal.,05918,48.03,28.32
BERTHE,Benoît,M.,VEC,Les Verts,826,"   1,85","   1,02",non,05919,1.85,1.02
LEROY ,Patrick,M.,COM,Communiste,9514,"  21,32","  11,85",Bal.,05919,21.32,11.85
ROY,Patrick,M.,SOC,Socialiste,14648,"  32,82","  18,25",Bal.,05919,32.82,18.25
DECALLONNE,Bernard,M.,MPF,Mouvement pour la France,302,"   0,68","   0,37",non,05919,0.68,0.37
THOMES,Serge,M.,FN,Front national,3247,"   7,28","   4,04",non,05919,7.28,4.04
RAHAOUI,Fatiha,Mme,UMP,Union pour un Mouvement Populaire,6344,"  14,21","   7,90",non,05919,14.21,7.9
WACRENIER,Claire,Mme,EXD,Extrême droite,212,"   0,48","   0,26",non,05919,0.48,0.26
TOIA,Battistina,Mme,ECO,Ecologiste,399,"   0,89","   0,49",non,05919,0.89,0.49
KIKOS,Jean-Claude,M.,DVD,Divers droite,5313,"  11,90","   6,62",non,05919,11.9,6.62
BOUCOT,Jacky,M.,EXG,Extrême gauche,406,"   0,91","   0,50",non,05919,0.91,0.5
ADAMS,Raymond,M.,EXG,Extrême gauche,745,"   1,67","   0,92",non,05919,1.67,0.92
FABRE,Pierre,M.,EXG,Extrême gauche,330,"   0,74","   0,41",non,05919,0.74,0.41
BOUTHILLIER,Grégoire,M.,DIV,Divers,30,"   0,07","   0,03",non,05919,0.07,0.03
DUBOIS,Daniel,M.,CPNT,Chasse Pêche Nature Traditions,756,"   1,69","   0,94",non,05919,1.69,0.94
BAHRI,Nordine,M.,DIV,Divers,198,"   0,44","   0,24",non,05919,0.44,0.24
PLOUVIER,Dominique,M.,MAJ,Majorité présidentielle,125,"   0,28","   0,15",non,05919,0.28,0.15
NOTARIANNI,Antonio,M.,UDFD,UDF-Mouvement Démocrate,1236,"   2,77","   1,54",non,05919,2.77,1.54
CASTELAIN,Eric,M.,DVD,Divers droite,2890,"   6,30","   3,49",non,05920,6.3,3.49
BOCQUET,Alain,M.,COM,Communiste,21320,"  46,49","  25,77",Bal.,05920,46.49,25.77
BEAL,Michelle,Mme,FN,Front national,2494,"   5,44","   3,01",non,05920,5.44,3.01
CAUDRON,Jacques,M.,EXG,Extrême gauche,292,"   0,64","   0,35",non,05920,0.64,0.35
BRUNEBARBE,Jean-Claude,M.,VEC,Les Verts,860,"   1,88","   1,03",non,05920,1.88,1.03
DUBOIS,Annette,Mme,MPF,Mouvement pour la France,235,"   0,51","   0,28",non,05920,0.51,0.28
DEGRANDSART,Marie-Geneviève,Mme,SOC,Socialiste,4170,"   9,09","   5,04",non,05920,9.09,5.04
DHALLUIN,Marie,Mme,EXD,Extrême droite,185,"   0,40","   0,22",non,05920,0.4,0.22
ROEST,Helyette,Mme,EXG,Extrême gauche,552,"   1,20","   0,66",non,05920,1.2,0.66
GARCIA,Marie-Thérèse,Mme,UMP,Union pour un Mouvement Populaire,9989,"  21,78","  12,07",Bal.,05920,21.78,12.07
HUON,Monique,Mme,CPNT,Chasse Pêche Nature Traditions,783,"   1,71","   0,94",non,05920,1.71,0.94
MASCOTTO,Françoise,Mme,UDFD,UDF-Mouvement Démocrate,1869,"   4,08","   2,25",non,05920,4.08,2.25
BISMAN,Stéphane,M.,DIV,Divers,222,"   0,48","   0,26",non,05920,0.48,0.26
PECQUEUR,Eric,M.,EXG,Extrême gauche,422,"   0,96","   0,53",non,05921,0.96,0.53
THIEME,Fabien,M.,COM,Communiste,8511,"  19,36","  10,80",non,05921,19.36,10.8
SLABOLEPSZY,Dominique,M.,FN,Front national,2243,"   5,10","   2,84",non,05921,5.1,2.84
JOBBE-DUVAL,Béatrice,Mme,MPF,Mouvement pour la France,267,"   0,61","   0,33",non,05921,0.61,0.33
BORLOO,Jean-Louis,M.,UMP,Union pour un Mouvement Populaire,23605,"  53,69","  29,96",oui,05921,53.69,29.96
GILBERT,Laurence,Mme,CPNT,Chasse Pêche Nature Traditions,528,"   1,20","   0,67",non,05921,1.2,0.67
WATTEL,Anne,Mme,EXG,Extrême gauche,738,"   1,68","   0,93",non,05921,1.68,0.93
CHAGNON,Jean-Luc,M.,SOC,Socialiste,6252,"  14,22","   7,93",non,05921,14.22,7.93
BITTNER,Katia,Mme,VEC,Les Verts,838,"   1,91","   1,06",non,05921,1.91,1.06
DUGARDIN,Noël,M.,EXD,Extrême droite,177,"   0,40","   0,22",non,05921,0.4,0.22
LEBRUN,Luc,M.,ECO,Ecologiste,294,"   0,67","   0,37",non,05921,0.67,0.37
LISO,Pierre,M.,DIV,Divers,81,"   0,18","   0,10",non,05921,0.18,0.1
ROUSSEL,Vincent,M.,DIV,Divers,7,"   0,02","   0,00",non,05921,0.02,0.0
BATAILLE,Christian,M.,SOC,Socialiste,13776,"  30,28","  18,35",Bal.,05922,30.28,18.35
LESNE,Marie-Sophie,Mme,UMP,Union pour un Mouvement Populaire,16597,"  36,48","  22,11",Bal.,05922,36.48,22.11
BAUDOUX,Bernard,M.,COM,Communiste,6333,"  13,92","   8,43",non,05922,13.92,8.43
RONDEAUX,Marie-Claude,Mme,EXG,Extrême gauche,587,"   1,29","   0,78",non,05922,1.29,0.78
GHEZAL,Mostafa,M.,VEC,Les Verts,718,"   1,58","   0,95",non,05922,1.58,0.95
DISDIER,Jacques,M.,FN,Front national,2847,"   6,26","   3,79",non,05922,6.26,3.79
SEMAILLE,Bruno,M.,CPNT,Chasse Pêche Nature Traditions,986,"   2,17","   1,31",non,05922,2.17,1.31
PRALAT,Serge,M.,EXG,Extrême gauche,1063,"   2,34","   1,41",non,05922,2.34,1.41
DELNATTE,Brigitte,Mme,EXD,Extrême droite,142,"   0,31","   0,18",non,05922,0.31,0.18
DILLIES,Xavier,M.,MPF,Mouvement pour la France,354,"   0,78","   0,47",non,05922,0.78,0.47
MERCIER,Cécile,Mme,UDFD,UDF-Mouvement Démocrate,2089,"   4,59","   2,78",non,05922,4.59,2.78
PAUVROS,Rémi,M.,SOC,Socialiste,10446,"  28,19","  15,73",Bal.,05923,28.19,15.73
DUPONT,Martine,Mme,EXG,Extrême gauche,475,"   1,28","   0,71",non,05923,1.28,0.71
MATTIGHELLO,Annick,Mme,COM,Communiste,3503,"   9,45","   5,27",non,05923,9.45,5.27
ROMBEAUT,Jean-Pierre,M.,DVD,Divers droite,407,"   1,10","   0,61",non,05923,1.1,0.61
LANG,Carl,M.,FN,Front national,4299,"  11,60","   6,47",non,05923,11.6,6.47
ALLAIN,Jean-Marie,M.,UDFD,UDF-Mouvement Démocrate,1728,"   4,66","   2,60",non,05923,4.66,2.6
DEMARTHE,Alain,M.,ECO,Ecologiste,389,"   1,05","   0,58",non,05923,1.05,0.58
ACHOUR,Nasser,M.,VEC,Les Verts,443,"   1,20","   0,66",non,05923,1.2,0.66
DUMETZ,Aurore,Mme,EXG,Extrême gauche,471,"   1,27","   0,70",non,05923,1.27,0.7
BITTNER,Anne,Mme,CPNT,Chasse Pêche Nature Traditions,326,"   0,88","   0,49",non,05923,0.88,0.49
SAUVEPLANE,Michel,M.,DIV,Divers,106,"   0,29","   0,15",non,05923,0.29,0.15
MARIN,Christine,Mme,UMP,Union pour un Mouvement Populaire,14467,"  39,04","  21,79",Bal.,05923,39.04,21.79
BERTEAUX,Alain,M.,COM,Communiste,3141,"   8,77","   4,83",non,05924,8.77,4.83
COURNUT,Jean-Charles,M.,EXG,Extrême gauche,486,"   1,36","   0,74",non,05924,1.36,0.74
PERAT,Jean-Luc,M.,SOC,Socialiste,10804,"  30,17","  16,61",Bal.,05924,30.17,16.61
POYART,Alain,M.,UMP,Union pour un Mouvement Populaire,14191,"  39,62","  21,82",Bal.,05924,39.62,21.82
DUHAUTOIS,Jean-Luc,M.,FN,Front national,2487,"   6,94","   3,82",non,05924,6.94,3.82
BAEYAERT,Nicole,Mme,EXD,Extrême droite,158,"   0,44","   0,24",non,05924,0.44,0.24
MACHART,Jean-Pierre,M.,EXG,Extrême gauche,631,"   1,76","   0,97",non,05924,1.76,0.97
VAN DEN BOSSCHE,Marie-Odile,Mme,UDFD,UDF-Mouvement Démocrate,1663,"   4,64","   2,55",non,05924,4.64,2.55
FORTUNADO-CALMELS,Danielle,Mme,MPF,Mouvement pour la France,170,"   0,47","   0,26",non,05924,0.47,0.26
BAUDIN,Ghislaine,Mme,EXG,Extrême gauche,198,"   0,55","   0,30",non,05924,0.55,0.3
AMAT,Gérard,M.,CPNT,Chasse Pêche Nature Traditions,663,"   1,85","   1,01",non,05924,1.85,1.01
DENYS,Thierry,M.,VEC,Les Verts,806,"   2,25","   1,23",non,05924,2.25,1.23
DUTRON,Guy,M.,EXG,Extrême gauche,418,"   1,17","   0,64",non,05924,1.17,0.64
JOLY,Thomas,M.,FN,Front national,3013,"   6,23","   3,79",non,06001,6.23,3.79
CERVERA,Jean-Baptiste,M.,DIV,Divers,362,"   0,75","   0,45",non,06001,0.75,0.45
LASSARRE,Angéline,Mme,EXG,Extrême gauche,578,"   1,19","   0,72",non,06001,1.19,0.72
DASSAULT,Olivier,M.,UMP,Union pour un Mouvement Populaire,23723,"  49,04","  29,90",Bal.,06001,49.04,29.9
AURY,Thierry,M.,COM,Communiste,1925,"   3,98","   2,42",non,06001,3.98,2.42
HAUET,Gabriel,M.,EXG,Extrême gauche,765,"   1,58","   0,96",non,06001,1.58,0.96
ROME,Yves,M.,SOC,Socialiste,12581,"  26,01","  15,85",Bal.,06001,26.01,15.85
DESBROUSSES,Géraldine,Mme,DVG,Divers gauche,1,"   0,00","   0,00",non,06001,0.0,0.0
CABOCHE,Daniel,M.,CPNT,Chasse Pêche Nature Traditions,648,"   1,34","   0,81",non,06001,1.34,0.81
MARDYLA,Eric,M.,MPF,Mouvement pour la France,888,"   1,84","   1,11",non,06001,1.84,1.11
WITTENDAL,Joël,M.,ECO,Ecologiste,258,"   0,53","   0,32",non,06001,0.53,0.32
LAGNEAU,Frédéric,M.,VEC,Les Verts,1174,"   2,43","   1,47",non,06001,2.43,1.47
RIQUET,Olivier,M.,UDFD,UDF-Mouvement Démocrate,2038,"   4,21","   2,56",non,06001,4.21,2.56
DE  LARDEMELLE,Myriam,Mme,DIV,Divers,279,"   0,58","   0,35",non,06001,0.58,0.35
RINS,Sébastien,M.,MAJ,Majorité présidentielle,144,"   0,30","   0,18",non,06001,0.3,0.18
FOUET,Annie,Mme,FN,Front national,4018,"   8,21","   4,78",non,06002,8.21,4.78
GIRET,Jean-Claude,M.,MPF,Mouvement pour la France,2415,"   4,94","   2,87",non,06002,4.94,2.87
HOUSSIN,Sylvie,Mme,SOC,Socialiste,10306,"  21,06","  12,27",Bal.,06002,21.06,12.27
MAUGEZ,Thierry,M.,RDG,Radical de gauche,2177,"   4,45","   2,59",non,06002,4.45,2.59
POTCHTOVIK,Renée,Mme,EXG,Extrême gauche,624,"   1,28","   0,74",non,06002,1.28,0.74
SOUDAY,Martine,Mme,EXG,Extrême gauche,963,"   1,97","   1,14",non,06002,1.97,1.14
VAN ENGELANDT,Sylvie,Mme,EXD,Extrême droite,211,"   0,43","   0,25",non,06002,0.43,0.25
BOYELDIEU,Marie-France,Mme,COM,Communiste,1175,"   2,40","   1,39",non,06002,2.4,1.39
MANCEL,Jean-François,M.,UMP,Union pour un Mouvement Populaire,20513,"  41,92","  24,43",Bal.,06002,41.92,24.43
LECURU,Régis,M.,EXG,Extrême gauche,1475,"   3,01","   1,75",non,06002,3.01,1.75
