NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,RapportExprimes,RapportInscrits
8,KOEGLER,Alain,M.,DVD,Divers droite,1861,"   4,08","   2,22",non,06803,4.08,2.22
9,ENGGASSER,Geneviève,Mme,FG,Front de gauche,1793,"   3,93","   2,14",non,06803,3.93,2.14
1,PETER-LANTZ,Nadia,Mme,FG,Front de gauche,1557,"   2,82","   1,56",non,06804,2.82,1.56
2,SENSE,Aimé,M.,EXG,Extrême gauche,439,"   0,80","   0,44",non,06804,0.8,0.44
3,HOME,Antoine,M.,SOC,Socialiste,15107,"  27,38","  15,23",Bal.,06804,27.38,15.23
4,ELBEL,Xavier,M.,AUT,Autres,399,"   0,72","   0,40",non,06804,0.72,0.4
5,SORDI,Michel,M.,UMP,Union pour un Mouvement Populaire,24978,"  45,26","  25,18",Bal.,06804,45.26,25.18
6,BIONDI,Raoul,M.,FN,Front National,11848,"  21,47","  11,94",non,06804,21.47,11.94
7,HOLLER,Claude,M.,EXG,Extrême gauche,855,"   1,55","   0,86",non,06804,1.55,0.86
1,SUAREZ,Emmanuelle,Mme,CEN,Le Centre pour la France,874,"   2,14","   1,10",non,06805,2.14,1.1
2,FOLLIOT,Marie-Paule,Mme,DVD,Divers droite,115,"   0,28","   0,14",non,06805,0.28,0.14
3,WOSTYN,Julien,M.,EXG,Extrême gauche,181,"   0,44","   0,22",non,06805,0.44,0.22
4,DE DANNE,Ludovic,M.,FN,Front National,6845,"  16,76","   8,68",non,06805,16.76,8.68
5,GROSSKOST,Arlette,Mme,UMP,Union pour un Mouvement Populaire,16288,"  39,89","  20,65",Bal.,06805,39.89,20.65
6,FAUDOT,Bastien,M.,DVG,Divers gauche,182,"   0,45","   0,23",non,06805,0.45,0.23
7,DUSE,Vincent,M.,EXG,Extrême gauche,138,"   0,34","   0,17",non,06805,0.34,0.17
8,WERTENSCHLAG,Jean-Luc,M.,AUT,Autres,174,"   0,43","   0,22",non,06805,0.43,0.22
9,FREYBURGER,Pierre,M.,SOC,Socialiste,13802,"  33,80","  17,50",Bal.,06805,33.8,17.5
10,SONZOGNI,Djamila,Mme,VEC,Europe-Ecologie-Les Verts,1381,"   3,38","   1,75",non,06805,3.38,1.75
11,PARMENTIER,Aline,Mme,FG,Front de gauche,856,"   2,10","   1,08",non,06805,2.1,1.08
1,BOITELLE,Laurent,M.,ECO,Ecologiste,1694,"   3,60","   1,83",non,06806,3.6,1.83
2,GODINOT,Cyprien,M.,AUT,Autres,145,"   0,31","   0,15",non,06806,0.31,0.15
3,CHEVALIER-ROCH,Nicolas,M.,DVD,Divers droite,648,"   1,38","   0,70",non,06806,1.38,0.7
4,SCHMIDLIN-BEN M'BAREK,Malika,Mme,SOC,Socialiste,12394,"  26,32","  13,40",Bal.,06806,26.32,13.4
5,HILLMEYER,Francis,M.,NCE,Nouveau Centre,17417,"  36,99","  18,83",Bal.,06806,36.99,18.83
6,MULOT,Nathalie,Mme,EXG,Extrême gauche,300,"   0,64","   0,32",non,06806,0.64,0.32
7,BASCHUNG,Régis,M.,CEN,Le Centre pour la France,828,"   1,76","   0,89",non,06806,1.76,0.89
8,STRAUEL,Hubert,M.,FG,Front de gauche,1331,"   2,83","   1,43",non,06806,2.83,1.43
9,PICO,Sandrine,Mme,DVD,Divers droite,91,"   0,19","   0,09",non,06806,0.19,0.09
10,BINDER,Martine,Mme,FN,Front National,11859,"  25,19","  12,82",Bal.,06806,25.19,12.82
11,BOUCENNA,Abdel Majid,M.,EXG,Extrême gauche,375,"   0,80","   0,40",non,06806,0.8,0.4
1,BEILS,Antoine,M.,AUT,Autres,99,"   0,27","   0,14",non,06901,0.27,0.14
2,MEBTOUCHE,Noura,Mme,ECO,Ecologiste,0,"   0,00","   0,00",non,06901,0.0,0.0
3,HAVARD,Michel,M.,UMP,Union pour un Mouvement Populaire,11709,"  31,42","  17,18",Bal.,06901,31.42,17.18
4,TEFFAHI,Rachel,Mme,ECO,Ecologiste,213,"   0,57","   0,31",non,06901,0.57,0.31
5,PASCO-VIEL,Emmanuel,M.,ECO,Ecologiste,304,"   0,82","   0,44",non,06901,0.82,0.44
6,MORIN,André,M.,FN,Front National,3859,"  10,35","   5,66",non,06901,10.35,5.66
7,LEIGNADIER-PARADON,Jérôme,M.,AUT,Autres,316,"   0,85","   0,46",non,06901,0.85,0.46
8,PERNIN,Marie-Christine,Mme,EXG,Extrême gauche,160,"   0,43","   0,23",non,06901,0.43,0.23
9,MEIRIEU,Philippe,M.,VEC,Europe-Ecologie-Les Verts,6844,"  18,36","  10,04",non,06901,18.36,10.04
10,BRAILLARD,Thierry,M.,RDG,Radical de Gauche,9843,"  26,41","  14,44",Bal.,06901,26.41,14.44
11,BLIN,Gauthier,M.,DVD,Divers droite,631,"   1,69","   0,92",non,06901,1.69,0.92
12,LANHER,Claude,Mme,FG,Front de gauche,2137,"   5,73","   3,13",non,06901,5.73,3.13
13,GIRERD,Maguy,Mme,DVD,Divers droite,213,"   0,57","   0,31",non,06901,0.57,0.31
14,MAURY,Florence,Mme,CEN,Le Centre pour la France,940,"   2,52","   1,37",non,06901,2.52,1.37
1,BROLIQUIER,Denis,M.,DVD,Divers droite,3066,"   7,07","   4,09",non,06902,7.07,4.09
2,CHEYNET,Vincent,M.,ECO,Ecologiste,5,"   0,01","   0,00",non,06902,0.01,0.0
3,LANDROT,Luc,M.,ECO,Ecologiste,215,"   0,50","   0,28",non,06902,0.5,0.28
4,LEVY,Fabienne,Mme,PRV,Parti radical,1109,"   2,56","   1,48",non,06902,2.56,1.48
5,MARGAND,Patricia,Mme,DVD,Divers droite,40,"   0,09","   0,05",non,06902,0.09,0.05
6,GUYARD,Nicolas,M.,AUT,Autres,391,"   0,90","   0,52",non,06902,0.9,0.52
7,FLUSIN,Clémence,Mme,AUT,Autres,102,"   0,24","   0,13",non,06902,0.24,0.13
8,JUE,Marianne,Mme,AUT,Autres,2,"   0,00","   0,00",non,06902,0.0,0.0
9,HAMELIN,Emmanuel,M.,UMP,Union pour un Mouvement Populaire,11020,"  25,43","  14,71",Bal.,06902,25.43,14.71
10,DE SEREYS,Brigitte,Mme,DVD,Divers droite,292,"   0,67","   0,38",non,06902,0.67,0.38
11,CHARMASSON-CREUS,Anne,Mme,FG,Front de gauche,3604,"   8,32","   4,81",non,06902,8.32,4.81
12,BAUME,Emeline,Mme,VEC,Europe-Ecologie-Les Verts,3825,"   8,83","   5,10",non,06902,8.83,5.1
13,CROS,Fabrice,M.,EXG,Extrême gauche,199,"   0,46","   0,26",non,06902,0.46,0.26
14,MUET,Pierre-Alain,M.,SOC,Socialiste,16098,"  37,15","  21,49",Bal.,06902,37.15,21.49
15,COUZON,Arlette,Mme,EXG,Extrême gauche,135,"   0,31","   0,18",non,06902,0.31,0.18
16,CHAUSSAT,Blanche,Mme,FN,Front National,2922,"   6,74","   3,90",non,06902,6.74,3.9
17,LIMOUSIN,Christophe,M.,DVD,Divers droite,172,"   0,40","   0,22",non,06902,0.4,0.22
18,GELDREICH,Maud,Mme,DVD,Divers droite,140,"   0,32","   0,18",non,06902,0.32,0.18
1,CHINAL,Marc,M.,AUT,Autres,81,"   0,21","   0,11",non,06903,0.21,0.11
2,JACQUEROUX,Patrick,M.,DVD,Divers droite,41,"   0,10","   0,05",non,06903,0.1,0.05
3,DE CARBONNIERES,Jeanne,Mme,FN,Front National,4365,"  11,08","   6,20",non,06903,11.08,6.2
4,DONCOURT,Philippe,M.,AUT,Autres,0,"   0,00","   0,00",non,06903,0.0,0.0
5,DUBOT,Fanny,Mme,VEC,Europe-Ecologie-Les Verts,2420,"   6,14","   3,44",non,06903,6.14,3.44
6,FERLET,Eleni,Mme,FG,Front de gauche,2781,"   7,06","   3,95",non,06903,7.06,3.95
7,CHABANOLE,Laëtitia,Mme,DVD,Divers droite,163,"   0,41","   0,23",non,06903,0.41,0.23
8,CHAMBON,Anne-Marie,Mme,EXG,Extrême gauche,145,"   0,37","   0,20",non,06903,0.37,0.2
9,TOURAINE,Jean-Louis,M.,SOC,Socialiste,15762,"  40,01","  22,40",Bal.,06903,40.01,22.4
10,BOS,Céline,Mme,CEN,Le Centre pour la France,819,"   2,08","   1,16",non,06903,2.08,1.16
11,DAGORNE,Laure,Mme,UMP,Union pour un Mouvement Populaire,10604,"  26,92","  15,07",Bal.,06903,26.92,15.07
12,AVENAS,Marina,Mme,AUT,Autres,76,"   0,19","   0,10",non,06903,0.19,0.1
13,CHALONS,Françoise,Mme,EXG,Extrême gauche,153,"   0,39","   0,21",non,06903,0.39,0.21
14,CAMINALE,Maxime,M.,DVD,Divers droite,454,"   1,15","   0,64",non,06903,1.15,0.64
15,CURINIER,Eric,M.,ECO,Ecologiste,216,"   0,55","   0,30",non,06903,0.55,0.3
16,SOUVIGNET,Martine,Mme,DVG,Divers gauche,199,"   0,51","   0,28",non,06903,0.51,0.28
17,DIA,Sammy,M.,AUT,Autres,256,"   0,65","   0,36",non,06903,0.65,0.36
18,CHAMPION,Gilles,M.,EXG,Extrême gauche,60,"   0,15","   0,08",non,06903,0.15,0.08
19,MIRA,Valérie,Mme,ECO,Ecologiste,1,"   0,00","   0,00",non,06903,0.0,0.0
20,LAFOND,Eric,M.,DVD,Divers droite,677,"   1,72","   0,96",non,06903,1.72,0.96
21,DULAC,Michel,M.,DVD,Divers droite,118,"   0,30","   0,16",non,06903,0.3,0.16
1,DESLIENS,Gwendoline,Mme,AUT,Autres,382,"   0,84","   0,48",non,06904,0.84,0.48
2,BESSEAS,Pierre-Yves,M.,FG,Front de gauche,2214,"   4,84","   2,78",non,06904,4.84,2.78
3,BRUGNERA,Anne,Mme,SOC,Socialiste,14862,"  32,51","  18,68",Bal.,06904,32.51,18.68
4,PICOLET,Bertrand,M.,CEN,Le Centre pour la France,1273,"   2,78","   1,60",non,06904,2.78,1.6
5,TURCANO,Sophie,Mme,ECO,Ecologiste,235,"   0,51","   0,29",non,06904,0.51,0.29
6,DUDUKDJIAN,Jean-Noël,M.,EXG,Extrême gauche,155,"   0,34","   0,19",non,06904,0.34,0.19
7,HEMON,Pierre,M.,VEC,Europe-Ecologie-Les Verts,2427,"   5,31","   3,05",non,06904,5.31,3.05
8,NININO,Aurore,Mme,AUT,Autres,107,"   0,23","   0,13",non,06904,0.23,0.13
9,HUGON,Nicole,Mme,FN,Front National,4461,"   9,76","   5,60",non,06904,9.76,5.6
10,MOUILLAC,Thierry,M.,DVD,Divers droite,1360,"   2,98","   1,71",non,06904,2.98,1.71
11,FOYARD,Jean,M.,DVD,Divers droite,51,"   0,11","   0,06",non,06904,0.11,0.06
12,NACHURY,Dominique,Mme,UMP,Union pour un Mouvement Populaire,17355,"  37,97","  21,82",Bal.,06904,37.97,21.82
13,PECH,Anne-Claire,Mme,DVD,Divers droite,830,"   1,82","   1,04",non,06904,1.82,1.04
1,SARAFIAN,Louise,Mme,DVD,Divers droite,0,"   0,00","   0,00",non,06905,0.0,0.0
2,CHIAVAZZA,Véronique,Mme,FG,Front de gauche,1945,"   3,96","   2,41",non,06905,3.96,2.41
3,PROUHET,Kim,Mme,ECO,Ecologiste,298,"   0,61","   0,36",non,06905,0.61,0.36
4,DARNE,Jacky,M.,SOC,Socialiste,14034,"  28,55","  17,42",Bal.,06905,28.55,17.42
5,SAVOYE-DI SPIRITO,Joanne,Mme,CEN,Le Centre pour la France,903,"   1,84","   1,12",non,06905,1.84,1.12
6,CHEVALIER,Alain,M.,FN,Front National,5835,"  11,87","   7,24",non,06905,11.87,7.24
7,COCHET,Philippe,M.,UMP,Union pour un Mouvement Populaire,23486,"  47,78","  29,15",Bal.,06905,47.78,29.15
8,BOUVAT,Cyrille,M.,DVD,Divers droite,414,"   0,84","   0,51",non,06905,0.84,0.51
9,TOUTANT,Véronique,Mme,VEC,Europe-Ecologie-Les Verts,2098,"   4,27","   2,60",non,06905,4.27,2.6
10,RUSDIKIAN,Eric,M.,AUT,Autres,2,"   0,00","   0,00",non,06905,0.0,0.0
11,BUGNI,Jim,M.,EXG,Extrême gauche,143,"   0,29","   0,17",non,06905,0.29,0.17
1,HAZIZA,Emmanuelle,Mme,UMP,Union pour un Mouvement Populaire,9971,"  24,30","  12,72",Bal.,06906,24.3,12.72
2,PONCET,Stéphane,M.,FN,Front National,6164,"  15,02","   7,86",non,06906,15.02,7.86
3,CRUZ,Elvire,Mme,NCE,Nouveau Centre,526,"   1,28","   0,67",non,06906,1.28,0.67
4,KAPELA,Ku Bukaka,M.,AUT,Autres,114,"   0,28","   0,14",non,06906,0.28,0.14
5,COLLINI,Bernard-Armand,M.,ECO,Ecologiste,379,"   0,92","   0,48",non,06906,0.92,0.48
6,CROZON,Pascale,Mme,SOC,Socialiste,17448,"  42,53","  22,26",Bal.,06906,42.53,22.26
7,MORLAND,Vincent,M.,VEC,Europe-Ecologie-Les Verts,2472,"   6,03","   3,15",non,06906,6.03,3.15
8,MEZIANI,Zair,M.,ECO,Ecologiste,169,"   0,41","   0,21",non,06906,0.41,0.21
9,CLAUZEL,Damien,M.,AUT,Autres,318,"   0,78","   0,40",non,06906,0.78,0.4
10,BOVE,Sonia,Mme,FG,Front de gauche,3077,"   7,50","   3,92",non,06906,7.5,3.92
11,CANTON,Danièle,Mme,EXG,Extrême gauche,173,"   0,42","   0,22",non,06906,0.42,0.22
12,LAINEZ,Claire,Mme,EXG,Extrême gauche,218,"   0,53","   0,27",non,06906,0.53,0.27
1,DEBIOL,Jean-François,M.,DVD,Divers droite,1880,"   5,98","   2,89",non,06907,5.98,2.89
2,BAUZA,Gérald,M.,AUT,Autres,0,"   0,00","   0,00",non,06907,0.0,0.0
3,COMPAN,Yann,M.,UMP,Union pour un Mouvement Populaire,5459,"  17,36","   8,41",Bal.,06907,17.36,8.41
4,BERT,Christiane,Mme,EXG,Extrême gauche,135,"   0,43","   0,20",non,06907,0.43,0.2
5,ROGEZ,Gabriel,M.,DVD,Divers droite,249,"   0,79","   0,38",non,06907,0.79,0.38
6,GUYON,Stéphane,M.,EXG,Extrême gauche,185,"   0,59","   0,28",non,06907,0.59,0.28
7,AMSELLEM,David,M.,AUT,Autres,140,"   0,45","   0,21",non,06907,0.45,0.21
8,GEOFFROY,Hélène,Mme,SOC,Socialiste,12713,"  40,42","  19,60",Bal.,06907,40.42,19.6
9,ZAVARELLA,Nathalie,Mme,DVD,Divers droite,0,"   0,00","   0,00",non,06907,0.0,0.0
10,DELORE,Romain,M.,AUT,Autres,145,"   0,46","   0,22",non,06907,0.46,0.22
11,GENIN,Bernard,M.,FG,Front de gauche,2844,"   9,04","   4,38",non,06907,9.04,4.38
12,PENICAUD,François-Xavier,M.,CEN,Le Centre pour la France,916,"   2,91","   1,41",non,06907,2.91,1.41
13,IFFOUZAR,Maxence,M.,DVD,Divers droite,98,"   0,31","   0,15",non,06907,0.31,0.15
14,VACHON,Alain,M.,AUT,Autres,172,"   0,55","   0,26",non,06907,0.55,0.26
15,MERMOUD,Françoise,Mme,VEC,Europe-Ecologie-Les Verts,1074,"   3,41","   1,65",non,06907,3.41,1.65
16,TREFCON,Mikael,M.,ECO,Ecologiste,116,"   0,37","   0,17",non,06907,0.37,0.17
17,BOUDOT,Christophe,M.,FN,Front National,5326,"  16,93","   8,21",non,06907,16.93,8.21
1,MUSA,Séverine,Mme,ECO,Ecologiste,986,"   1,66","   1,00",non,06908,1.66,1.0
2,MORENO,Laurent,M.,FG,Front de gauche,2364,"   3,97","   2,40",non,06908,3.97,2.4
3,DUVINAGE,Cyril,M.,EXG,Extrême gauche,270,"   0,45","   0,27",non,06908,0.45,0.27
4,MC CARRON,Sheila,Mme,SOC,Socialiste,16446,"  27,65","  16,70",Bal.,06908,27.65,16.7
5,VERCHERE,Patrice,M.,UMP,Union pour un Mouvement Populaire,28566,"  48,02","  29,02",Bal.,06908,48.02,29.02
6,MARTIN,Paul-Alexandre,M.,FN,Front National,8159,"  13,72","   8,28",non,06908,13.72,8.28
7,HOFFMANN,Charlotte,Mme,CEN,Le Centre pour la France,1684,"   2,83","   1,71",non,06908,2.83,1.71
8,BERTIN-HUGAULT,Pierre,M.,DVD,Divers droite,402,"   0,68","   0,40",non,06908,0.68,0.4
9,BRUNET,Renaud,M.,DVD,Divers droite,607,"   1,02","   0,61",non,06908,1.02,0.61
1,MEYER,Vincent,M.,VEC,Europe-Ecologie-Les Verts,12057,"  24,49","  14,02",Bal.,06909,24.49,14.02
2,ROCHEDY,Julien,M.,FN,Front National,8714,"  17,70","  10,13",non,06909,17.7,10.13
3,BARBIER,Caroline,Mme,ECO,Ecologiste,402,"   0,82","   0,46",non,06909,0.82,0.46
4,LEBAIL,Danielle,Mme,FG,Front de gauche,2543,"   5,17","   2,95",non,06909,5.17,2.95
5,MIGUET,Frédéric,M.,DVD,Divers droite,5408,"  10,98","   6,29",non,06909,10.98,6.29
6,LÉVÊQUE,Stéphane,M.,DVD,Divers droite,388,"   0,79","   0,45",non,06909,0.79,0.45
7,PERRUT,Bernard,M.,UMP,Union pour un Mouvement Populaire,18508,"  37,59","  21,53",Bal.,06909,37.59,21.53
8,TOMCZAK,Romain,M.,DVD,Divers droite,107,"   0,22","   0,12",non,06909,0.22,0.12
9,VIAL,Dominique,Mme,DVG,Divers gauche,925,"   1,88","   1,07",non,06909,1.88,1.07
10,HELLY,Chantal,Mme,EXG,Extrême gauche,182,"   0,37","   0,21",non,06909,0.37,0.21
1,MARION,Agnès,Mme,FN,Front National,8195,"  15,13","   9,15",non,06910,15.13,9.15
2,BOMPARD,Gilles,M.,EXG,Extrême gauche,128,"   0,24","   0,14",non,06910,0.24,0.14
3,PERRIN,Florence,Mme,SOC,Socialiste,14080,"  25,99","  15,72",Bal.,06910,25.99,15.72
4,GUILLOTEAU,Christophe,M.,UMP,Union pour un Mouvement Populaire,22175,"  40,94","  24,77",Bal.,06910,40.94,24.77
5,DECREPT,Béatrice,Mme,DVD,Divers droite,45,"   0,08","   0,05",non,06910,0.08,0.05
6,TRONCIN,Hélène,Mme,FG,Front de gauche,1860,"   3,43","   2,07",non,06910,3.43,2.07
7,HARTMANN,Véronique,Mme,VEC,Europe-Ecologie-Les Verts,2704,"   4,99","   3,02",non,06910,4.99,3.02
8,CRIMIER,Roland,M.,CEN,Le Centre pour la France,3023,"   5,58","   3,37",non,06910,5.58,3.37
9,PETTINELLI,Michèle,Mme,ECO,Ecologiste,448,"   0,83","   0,50",non,06910,0.83,0.5
10,CHARVOLIN,Sandrine,Mme,ECO,Ecologiste,0,"   0,00","   0,00",non,06910,0.0,0.0
11,DOMBRET-BIGOT,Chantal,Mme,DVD,Divers droite,44,"   0,08","   0,04",non,06910,0.08,0.04
12,MIRGUET,Odile,Mme,EXG,Extrême gauche,151,"   0,28","   0,16",non,06910,0.28,0.16
13,BOUCHUT,Fabrice,M.,DVD,Divers droite,846,"   1,56","   0,94",non,06910,1.56,0.94
14,BRUN,Michèle,Mme,AUT,Autres,0,"   0,00","   0,00",non,06910,0.0,0.0
15,ROSSARY-LENGLET,Gilles,M.,DVG,Divers gauche,468,"   0,86","   0,52",non,06910,0.86,0.52
1,KOHLHAAS,Jean-Charles,M.,VEC,Europe-Ecologie-Les Verts,1923,"   3,82","   2,24",non,06911,3.82,2.24
2,LEDDA,Marie-Louise,Mme,ECO,Ecologiste,370,"   0,74","   0,43",non,06911,0.74,0.43
3,FENECH,Georges,M.,UMP,Union pour un Mouvement Populaire,14726,"  29,28","  17,21",Bal.,06911,29.28,17.21
4,LAURENT,Pierre,M.,ECO,Ecologiste,149,"   0,30","   0,17",non,06911,0.3,0.17
5,PALLUY,Guy,M.,DVG,Divers gauche,6080,"  12,09","   7,10",non,06911,12.09,7.1
6,MINOUX,Olivier,M.,EXG,Extrême gauche,221,"   0,44","   0,25",non,06911,0.44,0.25
7,HENRY,Agnès,Mme,FN,Front National,9475,"  18,84","  11,07",Bal.,06911,18.84,11.07
8,BACHAUD,Yvan,M.,AUT,Autres,5,"   0,01","   0,00",non,06911,0.01,0.0
9,BALME,René,M.,FG,Front de gauche,4151,"   8,25","   4,85",non,06911,8.25,4.85
10,GAMERRE,France,Mme,RDG,Radical de Gauche,9031,"  17,96","  10,55",non,06911,17.96,10.55
11,DURAND,Raymond,M.,NCE,Nouveau Centre,3964,"   7,88","   4,63",non,06911,7.88,4.63
12,CASTRO,Christian,M.,EXG,Extrême gauche,194,"   0,39","   0,22",non,06911,0.39,0.22
1,TERROT,Michel,M.,UMP,Union pour un Mouvement Populaire,17827,"  39,11","  23,40",Bal.,06912,39.11,23.4
2,CHAUVIN,Matthieu,M.,AUT,Autres,404,"   0,89","   0,53",non,06912,0.89,0.53
3,GUILLON,Alain,M.,DVD,Divers droite,80,"   0,18","   0,10",non,06912,0.18,0.1
4,ISAAC-SIBILLE,Cyrille,M.,CEN,Le Centre pour la France,2324,"   5,10","   3,05",non,06912,5.1,3.05
5,KRETZSCHMAR,Cyril,M.,VEC,Europe-Ecologie-Les Verts,1959,"   4,30","   2,57",non,06912,4.3,2.57
6,COATIVY,Muriel,Mme,FN,Front National,5526,"  12,12","   7,25",non,06912,12.12,7.25
7,FAURITE,Cécile,Mme,EXG,Extrême gauche,148,"   0,32","   0,19",non,06912,0.32,0.19
8,MARTINEZ,Florie,Mme,ECO,Ecologiste,238,"   0,52","   0,31",non,06912,0.52,0.31
9,COLLIN,Jérémy,M.,AUT,Autres,190,"   0,42","   0,24",non,06912,0.42,0.24
10,DELEAZ,Daniel,M.,FG,Front de gauche,2365,"   5,19","   3,10",non,06912,5.19,3.1
11,SECHAUD,Joëlle,Mme,SOC,Socialiste,14516,"  31,85","  19,05",Bal.,06912,31.85,19.05
1,CHANVILLARD,Isabelle,Mme,FG,Front de gauche,2218,"   4,93","   2,78",non,06913,4.93,2.78
2,MEUNIER,Philippe,M.,UMP,Union pour un Mouvement Populaire,18448,"  41,01","  23,20",Bal.,06913,41.01,23.2
3,BOUDAOUD,Farida,Mme,SOC,Socialiste,14057,"  31,25","  17,68",Bal.,06913,31.25,17.68
4,PIOT,Michel,M.,EXG,Extrême gauche,223,"   0,50","   0,28",non,06913,0.5,0.28
5,PREVOST,Marianne,Mme,EXG,Extrême gauche,142,"   0,32","   0,17",non,06913,0.32,0.17
6,POZZI,André,M.,FN,Front National,8013,"  17,81","  10,07",non,06913,17.81,10.07
7,BOCQUET,Florence,Mme,PRV,Parti radical,952,"   2,12","   1,19",non,06913,2.12,1.19
8,BARTHÈS,Didier,M.,ECO,Ecologiste,457,"   1,02","   0,57",non,06913,1.02,0.57
9,DOMMANGE,Matthieu,M.,ECO,Ecologiste,471,"   1,05","   0,59",non,06913,1.05,0.59
1,BLEIN,Yves,M.,SOC,Socialiste,12461,"  37,03","  17,76",Bal.,06914,37.03,17.76
2,TAZDAÏT,Djida,Mme,PRV,Parti radical,169,"   0,50","   0,24",non,06914,0.5,0.24
3,GRAMI,Mounir,M.,AUT,Autres,556,"   1,65","   0,79",non,06914,1.65,0.79
4,PICARD,Michèle,Mme,FG,Front de gauche,4612,"  13,70","   6,57",non,06914,13.7,6.57
5,LIGOUT,Sandrine,Mme,FN,Front National,7269,"  21,60","  10,36",Bal.,06914,21.6,10.36
6,SEEMANN,Marie-Christine,Mme,EXG,Extrême gauche,334,"   0,99","   0,47",non,06914,0.99,0.47
7,COSTE,Jérémy,M.,NCE,Nouveau Centre,158,"   0,47","   0,22",non,06914,0.47,0.22
8,IACOVELLA,Maurice,M.,ALLI,Alliance centriste,382,"   1,14","   0,54",non,06914,1.14,0.54
9,GIRARD,Christophe,M.,UMP,Union pour un Mouvement Populaire,5866,"  17,43","   8,36",non,06914,17.43,8.36
10,LÉGLISE,Pierre,M.,AUT,Autres,97,"   0,29","   0,13",non,06914,0.29,0.13
11,GIRISIT,Zafer,M.,VEC,Europe-Ecologie-Les Verts,1015,"   3,02","   1,44",non,06914,3.02,1.44
12,MERTANI,Saliha,Mme,CEN,Le Centre pour la France,735,"   2,18","   1,04",non,06914,2.18,1.04
1,GARRET,Thérèse,Mme,EXG,Extrême gauche,279,"   0,49","   0,31",non,07001,0.49,0.31
2,GAFFARD,Dominique,Mme,VEC,Europe-Ecologie-Les Verts,1019,"   1,80","   1,14",non,07001,1.8,1.14
3,CHOIX,Rachel,Mme,EXG,Extrême gauche,210,"   0,37","   0,23",non,07001,0.37,0.23
4,PROT,Clotilde,Mme,FG,Front de gauche,1455,"   2,58","   1,63",non,07001,2.58,1.63
5,BERNABÉ,Frédéric,M.,DVG,Divers gauche,1481,"   2,62","   1,66",non,07001,2.62,1.66
6,GAY,Jean-Claude,M.,CEN,Le Centre pour la France,1212,"   2,15","   1,36",non,07001,2.15,1.36
7,CHEVANNE,Guy,M.,ALLI,Alliance centriste,890,"   1,58","   1,00",non,07001,1.58,1.0
8,CLERC,Colette,Mme,FN,Front National,7686,"  13,61","   8,65",non,07001,13.61,8.65
9,CHAUVELOT-DUBAN,Claudy,Mme,SOC,Socialiste,18968,"  33,58","  21,35",Bal.,07001,33.58,21.35
10,CHEVASSU,Nathalie,Mme,ECO,Ecologiste,647,"   1,15","   0,72",non,07001,1.15,0.72
11,CHRETIEN,Alain,M.,UMP,Union pour un Mouvement Populaire,22639,"  40,08","  25,48",Bal.,07001,40.08,25.48
1,ROUILLON,Daniel,M.,EXG,Extrême gauche,438,"   0,77","   0,47",non,07002,0.77,0.47
2,THOMAS,Marie-Claire,Mme,VEC,Europe-Ecologie-Les Verts,1399,"   2,45","   1,52",non,07002,2.45,1.52
3,DEVILLERS,Christophe,M.,EXD,Extrême droite,860,"   1,51","   0,93",non,07002,1.51,0.93
4,VILLAUMÉ,Jean-Michel,M.,SOC,Socialiste,20227,"  35,40","  21,99",Bal.,07002,35.4,21.99
5,BARASSI-ZAMOCHNIKOFF,Fabrice,M.,CEN,Le Centre pour la France,914,"   1,60","   0,99",non,07002,1.6,0.99
6,RAISON,Michel,M.,UMP,Union pour un Mouvement Populaire,19181,"  33,57","  20,85",Bal.,07002,33.57,20.85
7,LAZAR,Gilles,M.,FG,Front de gauche,2563,"   4,49","   2,78",non,07002,4.49,2.78
8,RECEVEUR,Jean,M.,FN,Front National,10150,"  17,77","  11,03",non,07002,17.77,11.03
9,DORMOY,Catherine,Mme,DVD,Divers droite,563,"   0,99","   0,61",non,07002,0.99,0.61
10,GERMAIN,Roland,M.,DVG,Divers gauche,838,"   1,47","   0,91",non,07002,1.47,0.91
1,GOYON,Amandine,Mme,ECO,Ecologiste,281,"   0,67","   0,38",non,07101,0.67,0.38
2,THEVENOUD,Thomas,M.,SOC,Socialiste,15316,"  36,32","  21,13",Bal.,07101,36.32,21.13
3,ROBIN,Christine,Mme,DVD,Divers droite,6902,"  16,37","   9,52",non,07101,16.37,9.52
4,MICOLLET,Sophie,Mme,CEN,Le Centre pour la France,994,"   2,36","   1,37",non,07101,2.36,1.37
5,VOISIN,Gérard,M.,UMP,Union pour un Mouvement Populaire,9354,"  22,18","  12,91",Bal.,07101,22.18,12.91
6,GOULISSERIAN,Flavien,M.,DVD,Divers droite,357,"   0,85","   0,49",non,07101,0.85,0.49
7,LIEVRE,Jacquy,M.,FG,Front de gauche,1910,"   4,53","   2,63",non,07101,4.53,2.63
8,ESCHMANN,Nicole,Mme,VEC,Europe-Ecologie-Les Verts,1951,"   4,63","   2,69",non,07101,4.63,2.69
9,LY WA HOI,François,M.,EXG,Extrême gauche,99,"   0,23","   0,13",non,07101,0.23,0.13
10,JURAIN,Evelyne,Mme,FN,Front National,5000,"  11,86","   6,90",non,07101,11.86,6.9
1,DORIER,Charlène,Mme,DVD,Divers droite,569,"   1,20","   0,69",non,07102,1.2,0.69
